Key,English,Simplified_Chinese
PROPQUEST_REQUESTBOX_INC_010017,Mutated Aibatts (2),变异的独眼蝠(2)
PROPQUEST_REQUESTBOX_INC_010018,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?,蒂娜正在就变异独眼蝠的威胁寻求进一步的帮助。你能除掉变异独眼蝠之王吗？
PROPQUEST_REQUESTBOX_INC_010019,You can find the Lord Zendros flying between Flaris and Saint morning continents.,你可以在帕里和晨光大陆间的上空找到变异独眼蝠之王。
PROPQUEST_REQUESTBOX_INC_010020,Dragonflies (2),蜻蜓(2)
PROPQUEST_REQUESTBOX_INC_010021,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?,蒂娜正在就变异刀尾蚊的威胁寻求进一步帮助。你能除掉变异刀尾蚊之王吗？
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,你可以在帕里和晨光大陆间的上空找到变异刀尾蚊之王。
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),飞翼魔灯大部队(2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,蒂娜正在就飞翼魔灯的威胁寻求进一步的帮助。你能除掉飞翼魔灯之王吗？
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,你可以在晨光和莱斯庭院的大陆间上空找到飞翼魔灯之王。
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,飞行马戏团
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,螺旋飞行人太烦人了，他们妨碍了达肯和帕里镇之间的交通。你能杀掉15个螺旋飞行人吗？
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,你可以发现螺旋飞行人在帕里镇和达肯大陆之间飞来飞去。
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,猎杀变异巨眼怪
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,亚尔玛尼请求减少变异巨眼怪的数量，因为它们给永恒森林的植树造林带了很多问题。你能杀掉15个变异巨眼怪吗？
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,你会发现变异巨眼怪在永恒森林的上方飞来飞去。
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!",嗨！看呐！一只会飞的老鼠！
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?",亚尔玛尼要求消灭魔翼兵，因为它们一直在攻击平民。你能杀掉15个魔翼兵吗？
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,你会发现魔翼兵在山区的囚禁之地东南方向飞来飞去。
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,小飞龙
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?",亚尔玛尼要求在龙宝宝成长为恶龙之前将其消灭!请你杀15只龙宝宝好吗？
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.",你会发现龙宝宝在靠近火山地区的达肯3-铸炼之地飞来飞去。
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,史前鸟禽
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,亚尔玛尼要求消灭魔翼龙。它们是一个迫在眉睫的威胁! 请你杀掉15只魔翼龙好吗？
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.",你会发现魔翼龙在龙息荒野西部的山区上空飞来飞去。
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),飞行马戏团(2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,迪奥就螺旋飞行人的威胁寻求进一步的帮助。你能除掉螺旋飞行人之王吗？
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,你可以在帕里和达肯大陆间的上空找到螺旋飞行人之王。
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)",嗨！看呐！一只会飞的老鼠！(2)
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,艾米莉就魔翼兵的威胁寻求进一步的帮助。你能除掉魔翼兵之王吗？
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,你可以在时空牢房的东南方上空找到魔翼兵之王。
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),小飞龙(2)
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,艾米莉要求就龙宝宝的威胁提供进一步帮助。你能除掉龙宝宝之王吗？
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.",你可以在达肯3熔岩地带附近找到龙宝宝之王。
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),史前鸟禽(2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,艾米莉要求就魔翼龙的威胁提供进一步帮助。你能除掉魔翼龙之王吗？
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.",你会发现$QUEST_END_KILL_NAME$在龙息荒野的西部山区中飞来飞去。
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),猎杀变异巨眼怪(2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,艾米莉就变异巨眼怪的威胁寻求进一步的帮助。你能除掉变异巨眼怪之王吗？
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,你可以在达肯山脉上空找到变异巨眼怪之王。
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,你可以从任何类型的变种蝙蝠获得$QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,你可以从任何类型的独眼野熊得到$QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,你可以从任何类型的麻普厨师获得$QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,你可以从任何类型的魔盒小丑获得$QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,你可以从所有类型的蟹足螳螂中收集$QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),沉迷于水晶！ (1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),沉迷于水晶！ (2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),沉迷于水晶！ (3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),沉迷于水晶！ (4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),沉迷于水晶！ (5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,水晶! 嗯哼... $QUEST_END_ITEM_NAME$! 你可以帮我带些 $QUEST_END_ITEM_NAME$!?
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,您可以从任何类型的 机械水母 中获得 $QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,您可以从任何类型的怪力羊中获得 $QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,您可以从任何类型的尖角蜥中获得 $QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,您可以从任何类型的冰封亡灵中获得 $QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,您可以从任何类型的猛犸象中获得 $QUEST_END_ITEM_NAME$。
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,你做到了！万岁！这是你的奖励。
PROPQUEST_REQUESTBOX_INC_020017,More! More!,还远远不够！
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,带回破损翅膀
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,虎袭
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,海盗眼镜
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,凛冽海域
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,螃蟹的硬壳
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,脆紫精华
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,变异枪鱼的肖像
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,珊瑚岛的王
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,瓶中信笺
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,你好，冒险者... 能帮我从巨齿蛉那弄些 $QUEST_END_ITEM_NAME$ 来吗? 我想制作巨大的翅膀，用它翱翔天空！把你找到的都给我……
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,众所周知，热带虎拥有瑞加大陆所有地区最坚固的牙齿。如果您有弄到 $QUEST_END_ITEM_NAME$ ，可以带几个给我吗？我正在制作一把巨大的匕首……很大！
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,强袭海盗的 $QUEST_END_ITEM_NAME$ 里的镜片，能让人的视力达到平常的三倍。帮我干够一票，我就能攒出望远镜，望穿半片瑞加大陆！
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...",搞了这么多发明，可把我饿坏了！你能去给我弄点金斯特的 霸王虾的 $QUEST_END_ITEM_NAME$ 吗？咱们就能吃得像王一样！别担心，我会分你一点的……
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!",吃了那么多海鲜，我一口也吃不下了！还是继续下一个发明。我需要那种叫巨钳蟹身上的 $QUEST_END_ITEM_NAME$  。用它们坚硬的甲壳，我可以打造出最坚固的铠甲。我预见到，穿上这副铠甲将拯救珊瑚岛！
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.",那伽是强大的海中战士……据说它们的 $QUEST_END_ITEM_NAME$ 蕴含着能驾驭紫色能量的魔力。我对紫色魔法心存敬畏，但杀不死你的，只会让你更强大。
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,变异枪鱼从我们岛屿周围的海域涌出来了！请击败它们，收集它们的 $QUEST_END_ITEM_NAME$ 作为证明。我的发明只能阻挡它们这么久……
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!",皇冠海妖的 $QUEST_END_ITEM_NAME$ 必须归我！我知道拥有它们的王冠并不会让我成为国王，但这会让我踏上梦想之路。成为珊瑚岛的国王！
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...","有了北海巨妖的 $QUEST_END_ITEM_NAME$ , 我终于可以给大洋彼岸的朋友们写信了。哎，总觉得时间不够，没法跟每个人都保持联系呢……"
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,你可以在岛上的任何一只巨齿蛉身上找到 $QUEST_END_ITEM_NAME$  。
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,你可以在岛上的任何一只热带虎身上找到 $QUEST_END_ITEM_NAME$  。
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,你可以在岛上的任何一只强袭海盗身上找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,你可以在岛上的任何一只霸王虾身上找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,你可以在岛上的任何一只巨钳蟹身上找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,你可以在岛上的任何一只那伽身上找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,你可以在岛上的任何一只变异枪鱼那找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.",你可以在岛附近海域的任何一只皇冠海妖那找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,你可以在岛深海区的任何一只北海巨妖那找到 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!",拜托了，别让我独自去收集 $QUEST_END_ITEM_NAME$ ……我正忙着构思新发明呢！
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！很快我就能轻松翱翔天空了。彩虹竞赛上见！"
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！很快我就会拥有瑞加大陆最大的匕首了。嘿嘿，看我去德米安人面前炫耀！"
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！很快我就能足不出户看遍风景了！"
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！我们要撑坏啦！吃吧，是时候大吃一顿了！"
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！很快我就会有足够的铠甲来保卫珊瑚岛抵御一切邪恶了！"
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！很快我会对紫色魔法了解更多……也许有一天足以阻止它的邪恶接管珊瑚岛。"
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！那些鱼一样的生物有种奇怪的力量，能让它们比别的生物衰老得慢。也许研究它们的牙齿能让我们洞察多里安的特殊力量。"
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！这只是个梦想……但我希望有一天能以珊瑚岛国王的身份再次迎接你。"
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!","谢谢你收集了足够的 $QUEST_END_ITEM_NAME$, 冒险者！我决定亲手写这些信并亲自送出去。谢谢你做的一切……希望有一天能再见到你！"
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,这点 $QUEST_END_ITEM_NAME$ 远远不够我建造我的伟大发明……带更多回来！
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,$QUEST_END_NPC_NAME$ 得意地大笑着！很快其发明就会成为现实。
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,疾行猎犬的头骨
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.",疾行猎犬聚集在凯伦边境附近，它们的头骨上带有奇异的纹路。穆兰人需要这些头骨来解读其仪式背后的秘密。
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,太好了！穆兰族群就指望你了。去收集 325 $QUEST_END_ITEM_NAME$ ，数量足够后再回来。你可以在疾行猎犬身上找到它们。
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,我明白了……但这些生物正变得越来越凶暴。改变主意的话就回来吧。
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.",你收集的头骨还不够……继续努力，每一个样本对我们都很重要。
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,完美！这些头骨对我们大有用处。凯伦感谢你的决心。
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,萨莫塞特的头骨
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,萨莫塞特的灵体在平原上变得愈发狂暴。凯伦的贤者们寻求它们的头骨，以查明这股异常骚动的根源。
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,谢谢你！萨莫塞特的灵体正变得不稳定。从萨莫塞特身上带回 325 $QUEST_END_ITEM_NAME$ ，这样我们就能分析它们的骚动。
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,好吧……但它们的骚动与日俱增。改变主意的话就回来吧。
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.",你收集的数量还不够……继续努力，我们必须弄清是什么在扰乱它们。
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,完美！这些头骨将帮助我们揭开真相。感谢你的帮助。
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,利爪奇什之爪
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,利爪奇什用腐蚀性的攻击伤到了许多穆兰侦察兵。我们需要它们的爪来炼制防护药剂。
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,很好！它们的爪正在毒害我们的侦察兵。从利爪奇什身上带回 325 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,我理解……但我们的药剂快用完了。想帮忙的话就回来吧。
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.",你还差一些。利爪奇什很危险，务必小心。
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.",太好了！有了这些爪，我们的治疗师就能配制出对症的解药。
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,追猎者库斯的解药
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,追猎者库斯的背腺中带有天然解药。凯伦急需它来治疗被狼人毒伤的战士。
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,谢谢你！它们的天然解药对我们受伤的士兵至关重要。从追猎者库斯身上带回 325 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,遗憾……还有几名战士仍在等待治疗。
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.",你收集的数量还不够。快些，每一滴都很重要。
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.",完美！多亏了你，我们终于能治疗伤员了。
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,绯云术士的魔法头骨
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,绯云术士的头骨中会生出一种神秘能量。穆兰的萨满想要研究这种魔法，以加固城市的防护结界。
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,很好！它们的头骨蕴含着神秘能量。我们必须研究它。从绯云术士身上带回 325 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,好吧……但这种魔法可以强化我们的防御。
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,你拥有的充能头骨还不够。继续努力！
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,干得好！这些头骨是真正的力量之源。
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,恶魔之牙
PROPQUEST_REQUESTBOX_INC_020088,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.,随着恶魔之灵不断增殖，一种奇异的腐蚀正在凯伦蔓延。它们的牙齿蕴含着恶魔精华，贤者们希望将其封印。
PROPQUEST_REQUESTBOX_INC_020089,Be brave! The Devil Spirits are growing in number. Their teeth must be sealed. Bring back 325 $QUEST_END_ITEM_NAME$ from the Devil Spirits.,勇敢些！恶魔之灵的数量正在增多。它们的牙齿必须被封印。从恶魔之灵身上带回 325 $QUEST_END_ITEM_NAME$ 。
PROPQUEST_REQUESTBOX_INC_020090,I understand… but their influence spreads further each night. Return carefully.,我理解……但它们的影响每夜都在进一步扩散。回来时务必小心。
PROPQUEST_REQUESTBOX_INC_020091,Not enough teeth to contain the demonic energy yet. Keep gathering.,牙齿还不足以封住恶魔能量。继续收集。
PROPQUEST_REQUESTBOX_INC_020092,Very good! These teeth will be purified and neutralized. You’ve done us a great service.,非常好！这些牙齿将被净化和中和。你帮了我们一个大忙。
PROPQUEST_REQUESTBOX_INC_020093,The Bloodstained Fangs of the Hellhound,地狱犬的染血獠牙
PROPQUEST_REQUESTBOX_INC_020094,"Hellhounds roam dangerously close to Kaillun, and their bloodied fangs leave lingering wounds. The Muran need them to forge weapons capable of driving these beasts back.",地狱犬在离凯伦极近的地方游荡，它们沾血的獠牙会留下难以愈合的伤口。穆兰人需要这些獠牙来锻造足以击退这些野兽的武器。
PROPQUEST_REQUESTBOX_INC_020095,Perfect! Their blood-soaked fangs are deadly. Bring back 325 $QUEST_END_ITEM_NAME$ from the Hellhounds to us for forging.,完美！它们沾满鲜血的獠牙十分致命。从地狱犬身上带回 325 $QUEST_END_ITEM_NAME$ 供我们锻造。
PROPQUEST_REQUESTBOX_INC_020096,Very well… but the Hellhounds still lurk around Kaillun.,好吧……但地狱犬仍在凯伦周围潜伏。
PROPQUEST_REQUESTBOX_INC_020097,You don’t have enough. Their fangs are essential to forge weapons that can repel them.,你收集的数量还不够。它们的獠牙是锻造退敌武器的关键。
PROPQUEST_REQUESTBOX_INC_020098,"Excellent work! Thanks to you, we can forge weapons worthy of the finest Muran warriors.",干得漂亮！多亏了你，我们能锻造出配得上最优秀穆兰战士的武器。
PROPQUEST_REQUESTBOX_INC_020099,$QUEST_END_NPC_NAME$ thanks you from the bottom of his heart! Glory to the Murans!,$QUEST_END_NPC_NAME$ 由衷地感谢你！荣耀归于穆兰！
