Key,English,Simplified_Chinese
PROPQUEST_SCENARIO_INC_001361,"But but but, it was my favoritest… my daddy bought it for me!!!",可是...可是...可是它是我最喜欢的东西...是我爸爸买给我的！！！
PROPQUEST_SCENARIO_INC_001362,You found my hair band!? Yay! You are the bestest ever!!! You are a real hero!,你找到我的发带了吗！？吖！你果然是有史以来最棒的英雄！！！
PROPQUEST_SCENARIO_INC_001363,"Be careful! Pumpkin Village has lots of scary Mr.Pumpkins. When I saw one, I ran as fast as I could and lost my scrunchie!",小心！南瓜村有很多恐怖的南瓜精。每次当我看到一个南瓜精，我都会飞速的逃走，也正是这个原因我才弄丢了我的发带！
PROPQUEST_SCENARIO_INC_001364,Find Marble Hair band from Pumpkin village and go back to Nersha.,找到有大理石纹彩的发带后回去找尼尔莎。
PROPQUEST_SCENARIO_INC_001366,A Mother's Embrace,来自母亲的拥抱
PROPQUEST_SCENARIO_INC_001367,"Oh, also! My mommy is looking for you... Go talk to her. Don't worry, she is cooled down now.",哦，还有！我妈妈在找你……去和她谈谈。别担心，她现在冷静下来了。
PROPQUEST_SCENARIO_INC_001368,I think she wants to thank you for helping me!,我想她是想感谢你帮助我！
PROPQUEST_SCENARIO_INC_001369,"Hmm... If you go back to Mayor, this mission will fail...",嗯……如果你现在就回去找市长，这个任务就失败了……
PROPQUEST_SCENARIO_INC_001370,"Good to see you again. Sorry for earlier, it's just that Nerco makes me so angry sometimes. Anyway, I heard you found something for my daughter.",很高兴再次见到你。我对我之前的态度感到很抱歉，尼尔科时不时的会让我很生气。不管怎样，我听说你为我的女儿找到了一些东西。
PROPQUEST_SCENARIO_INC_001371,Please go talk with my mommy!,请前去和我的妈妈谈一谈吧！
PROPQUEST_SCENARIO_INC_001372,Speak with Lusina.,和卢西娜对话。
PROPQUEST_SCENARIO_INC_001374,Nothing Like a Home Cooked Meal,独一无二的家庭大餐
PROPQUEST_SCENARIO_INC_001375,Thank you! You found my son and also helped my daughter. Now I can momentarily feel relieved. Let me treat you to a home cooked meal! Hold on...,谢谢！您找到了我的儿子，也帮助了我的女儿。现在我可以暂时感到放心了。我请你吃家常饭！等等……
PROPQUEST_SCENARIO_INC_001376,"Ah!!! All of my kitchen knives got rusty. I just wanted to treat you a good meal to show my appreciation... Now, I can't even feed my children!",啊！！！我所有的菜刀都生锈了。我还想通过给你做一份大餐来表示我的感谢呢...现在，我甚至都不能为我的孩子们准备饭菜了！
PROPQUEST_SCENARIO_INC_001377,"You've helped our family so much already, but can I ask you for a favor also?",你已经为我的家庭做了那么多，我能不能再请你帮一个忙？
PROPQUEST_SCENARIO_INC_001378,"If I had some Sharp Edge pieces, I could make a knife and once again be a fit mother! Would you please gather some for me?",如果我有一些利刃碎片，我就可以做一把刀，并且能继续做一位合格的母亲了！你愿意帮我收集它们吗？
PROPQUEST_SCENARIO_INC_001379,"You are really too kind! You can collect Sharp Edge pieces by killing some Red Mantis… and pulling off their legs. Yes, yes, so it sounds a little vicious. It's ok, you will get over it! Haha!",你真的是太善良了！你可以通过杀死一些蟹足螳螂...然后拔掉他们的腿来收集利刃碎片。对的，对的，拔掉他们的腿。这听着是不是太残忍了？没事的，你会克服这种想法的！哈哈！
PROPQUEST_SCENARIO_INC_001380,Oh dear! Now my children shall surely starve! Children's services will take them away and I will be all alone…,噢，亲爱的！现在我的孩子真的要挨饿了！儿童保护机构会将他们从我身边带走，然后只留下我一个人的...
PROPQUEST_SCENARIO_INC_001381,How very kind of you! Hope this task wasn't too much of a burden for you. Rest a little now!,你真的太善良了！希望这个任务对你来说不会是太大的负担。请你先休息一下吧！
PROPQUEST_SCENARIO_INC_001382,"Unfortunately, you won't be able to pull the legs off all the Red Mantis. Some of them are attached too tightly. Just keep killing them and you will eventually succeed!",不幸的是，你没办法把所有蟹足螳螂的腿都拔下来。因为有些蟹足螳螂的腿和身体连接得非常的紧。就一直猎杀它们直到你的收集足够多的利刃碎片吧！
PROPQUEST_SCENARIO_INC_001383,Bring 3 Sharp Edge to Lusina by killing Red Mantis.,通过杀死蟹足螳螂获得3片利刃并带给卢西娜。
PROPQUEST_SCENARIO_INC_001385,Soups On!,开饭了！
PROPQUEST_SCENARIO_INC_001386,"Well, I should hurry and get dinner going. Would you please fetch Nerco for me? I'm sure if I saw him right now, I'd kick his little butt from here to Darkon!",嗯，我应该赶快去吃晚饭。你能帮我把尼尔科找来吗？我敢肯定，如果我现在看到他，我会把他的小屁股从这里踢到达肯！
PROPQUEST_SCENARIO_INC_001387,Thank you so much! I'm sure that crafty little liar is still where you last saw him!,实在太感谢你了！我敢肯定那个狡猾的小骗子还在你上次见到他的地方！
PROPQUEST_SCENARIO_INC_001388,"Well, looks like someone is going to bed on an empty stomach then!",看起来有人得饿着肚子睡觉了！
PROPQUEST_SCENARIO_INC_001389,You again? I said I would be home soon enough! Don't tell me my mother sent you!?,又是你？我说我很快就会回家的！别告诉我妈妈派你来的！ ？
PROPQUEST_SCENARIO_INC_001390,Please go tell Nerco to come home for dinner!,请去叫尼尔科回家吃晚饭！
PROPQUEST_SCENARIO_INC_001391,Tell Lusina's words to Nerco.,将卢西娜的话转述给尼尔科。
PROPQUEST_SCENARIO_INC_001393,The Rusty Shackle,生锈的脚镣
PROPQUEST_SCENARIO_INC_001394,What? My mother told me to come and eat? Awww but I’m just getting started!,"什么?我妈妈让我回去吃饭?啊啊啊啊,可是我才刚刚开始!"
PROPQUEST_SCENARIO_INC_001395,"What? She's mad at me? If you show Mia's Shackles to her, I know she will be proud! Please take this to my mother.","什么?她对我非常生气?如果我将米娅的脚镣展示给她看,我相信她会为我骄傲的!请将这个带给我妈妈。"
PROPQUEST_SCENARIO_INC_001396,Awesome! Now I can get back to killing more monsters!,太棒了!现在我可以回去继续杀死更多的怪物了!
PROPQUEST_SCENARIO_INC_001397,"It's ok, I understand that you are just jealous! Mwahaha!","没关系的,我知道你只是嫉妒我而已!哇哈哈哈!"
PROPQUEST_SCENARIO_INC_001398,What's this? Some old shackle? What? Nerco told you that he isn't coming back?,这是什么，一些旧镣铐吗？什么？ 尼尔科告诉你他不会回来了？
PROPQUEST_SCENARIO_INC_001399,"Hurry up and take Mia's Shackles to my mother, so she can see how great I am!",快点把米娅的镣铐带给我妈，让她看到我有多棒！
PROPQUEST_SCENARIO_INC_001400,Give Mia's Shackles to Lusina.,将米娅的脚镣交给卢西娜。
PROPQUEST_SCENARIO_INC_001402,No Rest for the Wicked,永无宁日
PROPQUEST_SCENARIO_INC_001403,"Oh that little brat! He is out of his mind! That’s it, when I find him he is getting a spanking more terrifying than Shade's fury!!!",这个小家伙！他真的是疯了！当我找到他，我一定会狠狠的教训他，让他知道我比幽影谢莉德还要恐怖！！！
PROPQUEST_SCENARIO_INC_001404,"Oh, by the way! The Mayor of Saint City is looking for you in hurry. I really should go find my son now. I still owe you a meal sometime so come back and see us!",噢，顺便说一句！晨光市长正在焦急的找你。我现在真得去找我的儿子了。我还欠你一顿饭喔，记得偶尔回来看看我们！
PROPQUEST_SCENARIO_INC_001405,Go see the Mayor of Saint City. I gotta go now. See you!,去见见晨光市长吧。我现在要走了。再见！
PROPQUEST_SCENARIO_INC_001406,"Well, that’s up to you! Either way, I have to rush off now!","好吧,这取决于你自己,不管怎样,我得马上动身了!"
PROPQUEST_SCENARIO_INC_001407,Oh! There you are! I've been waiting for you!. We are in great need of your abilities!,噢！你在这啊！我一直在等你呢！我们现在非常需要你的帮助！
PROPQUEST_SCENARIO_INC_001408,"Hmm, what to spank him with? OH! You are still here? The mayor is looking for you. Please go see him!",呃，打他什么屁股？哦！你还在这里吗？市长正在找你。请你去见他！
PROPQUEST_SCENARIO_INC_001409,Meet the Mayor of Saint City.,与晨光市长见面。
PROPQUEST_SCENARIO_INC_001411,Power in Numbers,团结的力量
PROPQUEST_SCENARIO_INC_001412,"Do you know about the Bucrow? They are protectors of the natural order that have existed long before man. They have since grown malicious, and attack our citizens.",你知道巴科洛吗？他们是人类出现之前就存在的自然秩序守护者。但是现在他们变得敌视人类，还会攻击我们的居民。
PROPQUEST_SCENARIO_INC_001413,"I believe the sudden increase in the amount of monsters is to blame. Bucrow are very in tune with the balance of nature, and have become enraged with its disintegration",我相信这是因为怪物的数量激增导致的问题。巴科洛对大自然的平衡非常敏感，如果大自然的平衡被打破就会让他们异常愤怒。
PROPQUEST_SCENARIO_INC_001414,"I must warn you though. Bucrow are very strong, which is why I've asked you to unite with other champions in this task. Please, will you help us to defeat them?",但我必须要警告你。巴科洛非常强大。这就是为什么我要求你和其他的英雄合作执行该任务。请问你是否愿意帮我们击败他们？
PROPQUEST_SCENARIO_INC_001415,You and your band of allies must travel to Saint Morning's southernmost region known as the Fantasy Desert. This is where the Bucrow primarily reside.,你和你的队友必须前往晨光最南部被称为梦幻沙漠的地区。那里是巴科洛主要的栖息地。
PROPQUEST_SCENARIO_INC_001416,"I might not know with any certainty how the Bucrow first began to become so vicious, but what I do know is that we must do something about them soon!",我并不知道巴科洛是如何变得如此狂暴的，但我唯一清楚的就是我们必须马上对他们采取一些必要措施！
PROPQUEST_SCENARIO_INC_001417,"Done already!? My thanks go out to you and your allies. Sometimes companionship is the key to victory! As soon as you reach level 30, please return to me as I have another request.",已经完成了吗！？非常感谢你和你的队友。有时候友谊才是胜利的关键！一旦你到了30级时，请回来找我，我有新的任务要交给你。
PROPQUEST_SCENARIO_INC_001418,Please you must all hurry! We cannot sit idly by in such a dire situation.,你必须要赶快完成！这种可怕的情况下，我们绝不能袖手旁观。
PROPQUEST_SCENARIO_INC_001419,Kill 8 Small Bucrow & 4 Bucrow while in a party and return to the Mayor of Saint City.,请在组队的情况下杀死8个小巴科洛和4个巴科洛，然后回去找晨光市长。
PROPQUEST_SCENARIO_INC_001421,Hero of Saint City,晨光的英雄
PROPQUEST_SCENARIO_INC_001422,"Hah, you have become quite the celebrity around here! Yes, there is still evil afoot in Saint Morning, but nothing that we can't now contain thanks to your aid!",哈，你在晨光已经非常受人敬重了！是的，晨光虽仍有邪恶在酝酿，但有了你的帮助，我们是所向披靡的！
PROPQUEST_SCENARIO_INC_001423,I do wish to ask you one last favor. Will you hear me out in my final request?,我想最后请你帮个忙。你愿意听听我最后的请求吗？
PROPQUEST_SCENARIO_INC_001424,"You have my thanks. Word has it, a group of dangerous escaped convicts from Saint City Prison are planning their revenge. Please defeat the Hobo and take his sword as proof!",非常感谢。我听说，一群危险的罪犯从晨光监狱逃了出去，并且正在筹划着他们的复仇计划。请击杀独臂浪人并将他们的剑作为证物带回！
PROPQUEST_SCENARIO_INC_001425,Hmm…just unfortunate considering how far you have come!,好吧...但你已经帮我们做了那么多事，放弃这最后一个请求的话真让人感到很遗憾啊！
PROPQUEST_SCENARIO_INC_001426,"I knew it all along. Reonan was right. There is truly greatness within you. I, and the people of Saint City, wish to bestow you with this gift of elemental cards. Use them wisely!",我就知道瑞尔南是对的。你真的是个伟大的人。我和晨光的人民们希望将这些元素卡作为你的谢礼。合理的使用它们吧！
PROPQUEST_SCENARIO_INC_001427,The Hobo should be in the Western Fantasy Desert. Please eliminate this threat!,独臂浪人在梦幻沙漠的西部。请消除他们的威胁！
PROPQUEST_SCENARIO_INC_001428,Kill Hobo and get the Hobo Sword.,杀死独臂浪人并拿到他们的剑。
PROPQUEST_SCENARIO_INC_001453,"Huh? You want me to show you the most powerful skill of mine? Hmm... If you want to see it, I can show you. Here! Put those pieces into my mouth. ah~~",哈？你想让我展示一下我最强的技能？嗯……既然你想看，那我就给你露一手。来！把那些碎片放进我嘴里。啊~~
PROPQUEST_SCENARIO_INC_001455,Mysterious Bounty Hunter,神秘的赏金猎人
PROPQUEST_SCENARIO_INC_001456,"Level 40 eh? You've really grown since our last meeting! Hmm, have you heard of a man named ""Ghost"" Hael? He is one of Madrigal's best known bounty hunters.","40级了吗？在我们没有见面的这段时间，你真的成长了不少啊！嗯，你有没有听过一个叫""幽灵""海尔的男人？他是瑞加大陆最知名的赏金猎人之一。"
PROPQUEST_SCENARIO_INC_001457,"His cold and mysterious demeanor have earned him the title ""Ghost"". I've heard from sources that he might be traveling through Flaris today.","他冷酷和神秘的气质让他获得了""幽灵""的称号。我从消息源处获知他今天将游历帕里。"
PROPQUEST_SCENARIO_INC_001458,"Would you perhaps seek him out for me? If you tell him my name, perhaps it will jog his memory…",你愿意替我把他找出来吗？如果你告诉他我们名字，有可能会唤醒他的记忆...
PROPQUEST_SCENARIO_INC_001459,Appreciate it! He will be appearing at Fountain of Dead Person in the Northern part of Flaris. Please find him.,非常感谢！他将会在帕里北部的亡者之泉出现。请去那找他。
PROPQUEST_SCENARIO_INC_001460,"What are you scared? I mean, he's not REALLY a ghost.",你在怕什么？我的意思是，他并不是真的幽灵。
PROPQUEST_SCENARIO_INC_001461,Sure is awfully hard to concentrate with you standing right there. What do you want?,站在那里很难集中精神。你想要什么？
PROPQUEST_SCENARIO_INC_001462,You haven't met Hael yet? He should be at the Fountain of Dead Person.,你还没见到海尔吗？他应该在亡者之泉的。
PROPQUEST_SCENARIO_INC_001463,Meet Hael and mention Reonan's name.,与海尔见面并提及瑞尔南。
PROPQUEST_SCENARIO_INC_001465,Time is Money,一寸光阴一寸金
PROPQUEST_SCENARIO_INC_001466,Wha? Someone named Reonan is looking for me? Sounds familiar but… UGH! I've got way too bad of a headache to be thinking about things right now.,哈？一个叫瑞尔南的人正在找我？这个名字听着很熟悉...啊！我现在一想这些事情我就头疼。
PROPQUEST_SCENARIO_INC_001467,"Reonan... It's the first time hearing that name, but it is familiar... He said its time? Time for what, I wonder…",瑞尔南...我第一次听到这个名字，但又如此熟悉...他说是时候了吗？我想知道，是时候是指什么？
PROPQUEST_SCENARIO_INC_001468,Regardless! I have my own goals and limited time so move along! There is a foul demon lurking in the Mars Mine with a bounty on its head JUST waiting to be claimed *sneer*,无所谓！我有自己的目标并且我的时间很有限，所以请你走开。一个正潜伏在魔域密殿的被悬赏了的邪恶的怪物正等着被我狩猎呢*嘲笑*。
PROPQUEST_SCENARIO_INC_001469,"UGH! Headache…getting…worse! OK look, here's the deal. You take out that Vice Veduque, give me the reward and I will meet your Reonan. Deal?",啊！头疼愈发严重了！好吧，看来只能这样了，我们来做个交易吧。你杀死蛇妖女，然后把奖励给我，我就和你去见瑞尔南。
PROPQUEST_SCENARIO_INC_001470,"Well, never expected you to accept THAT offer? Well anyway, go kill 10 Vice Veduque in Mars Mine then return to me!",真没想到你会接受这个条件。不管怎样，去魔域密殿杀死10个蛇妖女后回来见我！
PROPQUEST_SCENARIO_INC_001471,"No skin off my back! Planned to do it myself anyway. Just gotta, ya know, rest a minute or two…or three…",这对我没什么影响！我自己会计划好然后完成任务。只是，你知道的，我需要休息1分钟或者2分钟...或者3分钟吧...
PROPQUEST_SCENARIO_INC_001472,"Hmpf killed them huh? Well aren't we proud of ourselves. Anyway, while you were in Mars Mine, I thought again about this here… Reonan, or whatever his name is.",已经杀死他们了？我们不应该为自己感到骄傲吗。不管怎样，当你在魔域密殿时，我在这又想了想...瑞尔南，或者不管他叫什么名字。
PROPQUEST_SCENARIO_INC_001473,"*snores* huh!? What!? I was awake, just resting my eyes!",*打鼾*哈？什么！？我还清醒着呢，我只是让我的眼睛休息了一下！
PROPQUEST_SCENARIO_INC_001474,Kill 10 Vice Veduque and meet Hael.,杀死10个蛇妖女后与海尔见面。
PROPQUEST_SCENARIO_INC_001476,Seeing Through to the Past,回忆过往
PROPQUEST_SCENARIO_INC_001477,"Still not ringing any bells. Though, the name is familiar… Maybe Master Radeon can tell you something about the name. He took me in over 20 years ago and has been my mentor since.",还是没能回忆起任何东西。虽然，这个名字很熟悉..可能大师拉迪温可以告诉你关于这个名字的一些事情。他在20多年前接待了我并自那以后就一直是我的导师。
PROPQUEST_SCENARIO_INC_001478,I can hardly remember what I had for breakfast. Go talk with Master Radeon alright? I'm sure he might know something…,我几乎都想不起来我早餐吃了什么了。去和大师拉迪温谈一谈行吗？我相信他应该知道些什么...
PROPQUEST_SCENARIO_INC_001479,"Wow, seems like my headache is already lifting knowing I got you out of my hair. Master Radeon is on the other side of the Fountain of the Dead. Go see him!",哇，当我不再想你的事情之后，我的头就没那么疼了。大师拉迪温就在亡者之泉的另一边。去见他吧！
PROPQUEST_SCENARIO_INC_001480,You don’t want to do it? Alright...,你不想做？好吧……
PROPQUEST_SCENARIO_INC_001481,Hmm? So Reonan is inquiring of Hael? It appears that it is time…,嗯?所以瑞尔南正在调查海尔吗？看来是时候了...
PROPQUEST_SCENARIO_INC_001483,Find Master Radeon and ask about the Hael's past.,找到大师拉迪温并询问海尔的过去。
PROPQUEST_SCENARIO_INC_001485,Shards of Memory,记忆碎片
PROPQUEST_SCENARIO_INC_001486,"I have known Hael many years. When I first discovered him, he was laying there unconscious. I was able to nurse him back to health, but still he had no recollection of his memory. There is a way to recover it though…",我已经认识海尔很多年了。当我第一次找到他，他躺在地上不省人事，我可以照顾他使他恢复健康，但他却丢失了记忆。不过有一种方法可以让他恢复记忆...
PROPQUEST_SCENARIO_INC_001487,I feel there might be something important lost in his past. The only way to recover it would be by using a Memory Shard. This should allow Hael to uncover his past.,我推测他过去可能丢失了什么非常重要的东西。唯一恢复他记忆的办法就是使用记忆碎片。这将会揭开海尔的过去。
PROPQUEST_SCENARIO_INC_001488,"First, you will need to purify the shard by bringing it to the Magic Box Ancimys. Will you retrieve the purified Memory shard and bring it to Hael?",首先，你需要将碎片带去[魔盒] 安瑟麦斯处进行净化。你愿意取回纯净的记忆碎片并带给海尔吗？
PROPQUEST_SCENARIO_INC_001489,Please locate the Memory Shard which should be somewhere around the Altar of Violet in Northern Flaris. There are Violet Magician Troupe patrolling the area.,记忆碎片可能在帕里北部的紫色的祭团处。那里游荡着紫色魔法剧团长。
PROPQUEST_SCENARIO_INC_001490,"If you wish Hael's assistance, this might be the only chance you have…",如果你想获得海尔的帮助，这可能是你唯一的机会了...
PROPQUEST_SCENARIO_INC_001491,Hey! You act like you haven't seen a man trapped in a treasure chest before. Oh you come bearing Memory Shards to be purified?,嘿！你没见过被困在宝箱里的人吗？噢，你带着记忆碎片来净化了吗？
PROPQUEST_SCENARIO_INC_001492,"Please acquire the Memory Shard located at the Altar of Violet, and bring it to Ancimys for purification.",请去取得位于紫色的祭团的记忆碎片，然后带去给安瑟麦斯进行净化。
PROPQUEST_SCENARIO_INC_001493,Locate the Memory shard in Northern Flaris and bring it to Ancimys,在帕里北部找到记忆碎片并带给安瑟麦斯
PROPQUEST_SCENARIO_INC_001495,A Chest full of Memories,充满回忆的箱子
PROPQUEST_SCENARIO_INC_001496,"I will purify the Memory Shards sure, but first a joke!",当然，我会净化记忆碎片。但你首先得听我说一个笑话！
PROPQUEST_SCENARIO_INC_001497,"Haha, well since you were so kind to listen here is your crystal. Now go ahead and take it!",哈哈，既然你这么善良的愿意听我讲笑话，那就给你记忆碎片吧！上前来拿着它吧。
PROPQUEST_SCENARIO_INC_001498,Thanks again for listening. The Pukepukes around here don't have a very good sense of humor! Haha!,再次感谢你的倾听。这附近的邪精灵随从一点幽默感都没有，真是无聊！哈哈！
PROPQUEST_SCENARIO_INC_001499,"What's the deal with this weird looking stone? Oh, for helping me to recall my lost thoughts you say? Oh well, worth a shot!",这个看起来奇奇怪怪的石头有什么用吗？你说这是用来帮助我恢复记忆的？噢，好吧，值得一试！
PROPQUEST_SCENARIO_INC_001500,"Oh back so soon? Don't worry I have plenty more jokes! So what do you get when you cross an Aibatt with... Er wait, I forgot how it goes...",哦，这么快就回来了？别担心，我还有很多笑话！那么，当你和艾巴特过马路时，你会得到什么……呃，等等，我忘了怎么回事了……
PROPQUEST_SCENARIO_INC_001501,Bring the purified Memory Shard to Hael.,将净化后的记忆碎片带给海尔。
PROPQUEST_SCENARIO_INC_001503,The First Pendant,第一条项链
PROPQUEST_SCENARIO_INC_001504,"Woahhhh now, everything is finally clear. Hah...Hah... I finally remember... I can't believe this... I recall Reonan now...",哇哦，现在，一切都清楚了。哈……哈……我终于想起来了……真不敢相信……我现在想起来了……
PROPQUEST_SCENARIO_INC_001505,We were once good friends who stood together against a great threat… only at that time… we went by different names… I'm sure you will understand in time.,我们曾是一起对抗邪恶威胁的非常要好的朋友..只是那段时间...我们使用了不同的名字...我相信你会马上理解的。
PROPQUEST_SCENARIO_INC_001506,"Here, take this to Reonan. It's a pendant once shared amongst several old comrades… He'll understand when he sees it…",给你，把这个交给瑞尔南。这是曾经的战友都佩戴过的一条项链...当他看见这个的时候他会明白的...
PROPQUEST_SCENARIO_INC_001507,"As for now, I have business to attend to. I will catch up with you guys later. Try not to miss me too much and stuff *sneer*",至于现在，我还有事情需要处理。我之后会赶上你们的。尽量不要太想我了 *嘲笑声*
PROPQUEST_SCENARIO_INC_001508,"Well, I'm in no real hurry. Just take the pendant to Reonan whenever you have the chance.",我现在也不着急。当你有时间的时候就把项链带给瑞尔南就行了。
PROPQUEST_SCENARIO_INC_001509,This pendant… It was a symbol of the trust that I once shared with Hael. I've been hoping to find him for awhile now to no avail…,这条项链...这是我曾和海尔分享的信任的象征。我一直希望能找到他，但却找不到…
PROPQUEST_SCENARIO_INC_001510,Take the pendant to Reonan soon. I didn't give it to you as a keepsake.,尽快将这条项链带给瑞尔南。我并不是把这个给你当作纪念品的。
PROPQUEST_SCENARIO_INC_001511,Bring the pendant from Hael to Reonan.,将从海尔处获得的项链带给瑞尔南。
PROPQUEST_SCENARIO_INC_001513,Quest for Truth,追寻真相
PROPQUEST_SCENARIO_INC_001514,Lost memory you say? Must have been hard for him wandering around so aimlessly with no true identity. We will give him time to gather his thoughts…,你提到了失忆？对他来说，记不起自己是谁，只能漫无目地四处游荡，肯定很难。我们还是给他留一点时间让他整理一下他的记忆吧...
PROPQUEST_SCENARIO_INC_001515,"In the meantime, are you aware of the Garden of Rhisis? It is the landmass Northeast of Saint Morning. My friend Handel is currently conducting research there.",与此同时，你注意到了莱斯庭院吗？他是晨光东北部的陆地。我的朋友汉德尔正在那里做研究。
PROPQUEST_SCENARIO_INC_001516,Her work takes much time and the constant threat of masquerpet attacks doesn't help the process. Will you please go and assist her?,她的工作花了很多时间，同时因为怪物们的持续威胁攻击让这个过程越发困难。你愿意前去帮助她吗？
PROPQUEST_SCENARIO_INC_001517,You can reach the Garden of Rhisis by flying Northeast from the continent of Saint Morning. Please go there and meet up with Handel,你可以从晨光东北部飞到莱斯庭院。请去那里与汉德尔见面。
PROPQUEST_SCENARIO_INC_001518,"Hah, I see! After using all those town blinkwings, you've already forgotten how to fly.",哈，我明白了！在使用了所有这些城市的翅膀之后，你已经忘记了如何飞行。
PROPQUEST_SCENARIO_INC_001519,Welcome to the Garden of Rhisis. I have been expecting you. Do you understand the nature of my research?,欢迎来到莱斯庭院。我一直在期待你的到来。你了解我研究的内容吗？
PROPQUEST_SCENARIO_INC_001520,Handel is in the Northern part of the Garden of Rhisis. Please go locate her!,汉德尔在莱斯庭院的北部，请去找她。
PROPQUEST_SCENARIO_INC_001521,Go find Handel in the Garden of Rhisis.,在莱斯庭院找到汉德尔。
PROPQUEST_SCENARIO_INC_001523,Slaves to Shade,谢莉德的奴隶
PROPQUEST_SCENARIO_INC_001524,"You know where these monsters come from right? According to the records, they were the creation of Shade. Angered by her inability to destroy all of Roika, she plagued the lands with these foul beasts.",你知道这些怪物是从哪里来的对吗？根据记录，他们是谢莉德的产物。谢莉德因无法摧毁罗伊卡而愤怒，她用这些肮脏的野兽折磨着这片大陆。
PROPQUEST_SCENARIO_INC_001525,"Shade and her monsters succeeded in taking over all of Madrigal. She was subsequently defeated by 8 brave heroes who all rose to the challenge, restoring peace to the land.",谢莉德和她的怪物们成功的掌控了瑞加大陆。但随后她被八位勇敢的英雄奋起反抗打败了，这些英雄将和平再次带给了大陆。
PROPQUEST_SCENARIO_INC_001526,"Shade is now dead, but monsters that she created still exist. In fact, they seem to be growing stronger and greater in number. I'm here in the hopes of uncovering some sort of answer.",谢莉德已经死亡了，但是她创造的怪兽仍然存在。实际上，他们数量正在增加并且力量正在变强。我来到这就是问了寻求这个情况的答案。
PROPQUEST_SCENARIO_INC_001527,Research is difficult with the constant threat of Tombstone Bearers around. Will you please help buy me some time by defeating them?,由于碑石工匠在周围不断地威胁安全，研究很难正常开展。你愿意花点时间帮我打败他们吗？
PROPQUEST_SCENARIO_INC_001528,Thank you for your assistance. Killing 15 Tombstone Bearers should allow me ample time to complete my research.,谢谢你的协助。杀死15个碑石工匠应该就可以让我有足够时间完成我的研究了。
PROPQUEST_SCENARIO_INC_001529,"For the sake of truth, please do not pass up my request!",为了追求真相，请不要拒绝我的请求！
PROPQUEST_SCENARIO_INC_001530,"I've done it!! Because of your bravery, I've found an important piece of information.",我已经完成了！！因为你的勇敢，我已经找到了一条非常重要的信息。
PROPQUEST_SCENARIO_INC_001531,I'm still in the process of research. Please go and defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers while I complete my work!,我仍在继续做研究。请在我完成我工作的同时，前去杀死15个碑石工匠学徒和7个碑石工匠。
PROPQUEST_SCENARIO_INC_001532,Defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers.,杀死15个碑石工匠学徒和7个碑石工匠。
PROPQUEST_SCENARIO_INC_001534,Endless Loop,无尽的循环
PROPQUEST_SCENARIO_INC_001535,"While conducting my research, I found something of interest about the pillars carried by the Tombstone Bearers. It looks similar to those of Shade's temple.",在进行研究时，我发现在碑石工匠携带的石碑上有一些很有趣的东西。它看起来和谢莉德的神殿很像。
PROPQUEST_SCENARIO_INC_001536,"Upon looking further into the information, I found that Tombstone Bearers were actually slaves of Shade that built her temple. But why would they be here in the Garden of Rhisis?",在进一步调查信息后，我发现碑石工匠实际上是谢莉德的奴隶，他们建造了她的寺庙。但是他们为什么会在莱斯庭院里？
PROPQUEST_SCENARIO_INC_001537,I need to acquire more data! Would you help me further by acquiring an Ancient Inscription? This might provide the insight I'm looking for!,我需要获得更多的数据！你愿意进一步帮助我获得一个古代铭文吗？这可能会让我获得一直寻找的灵感！
PROPQUEST_SCENARIO_INC_001538,I knew you would have accepted. You too yearn to discover the truth! You can find a Ancient Inscription by defeating any of the Tombstone Bearers,我知道你会接受的。你太渴望发现真相了！你可以通过杀死任何一个碑石工匠拿到古代铭文。
PROPQUEST_SCENARIO_INC_001539,How could you decline? This could potentially reveal so much to us about Shade's masquerpets and their growing strength!,你怎么能拒绝？这可是能让我们摸清谢莉德的那些底细的大好机会，还能知道它们的势力是怎么一天天壮大的！
PROPQUEST_SCENARIO_INC_001540,You got it!! Please hand it over quickly for me to analyze!,没错！！请尽快将它交给我分析！
PROPQUEST_SCENARIO_INC_001541,"Even if you don't initially receive an Ancient Inscription, keep defeating them! I'm sure one of these Tombstone Bearers is bound to have the Ancient Inscription!",如果你第一次没能拿到古代铭文，那就继续击杀他们！我相信这些碑石工匠中肯定有一个会掉落古代铭文的！
PROPQUEST_SCENARIO_INC_001542,Acquire an Ancient Inscription from one of the Tombstone Bearers.,从碑石工匠中获取古代铭文。
PROPQUEST_SCENARIO_INC_001544,Essence of the Gods,神的意识
PROPQUEST_SCENARIO_INC_001545,It's of no use… The stamp is just too damaged to gather much significant information. It did allude to the War of the Gods though…,这没用...这个印记被破坏得太严重了，我没法从中收集足够多的重要信息。但它确实暗指了神的战争...
PROPQUEST_SCENARIO_INC_001546,"I know from lore that, during this time, Bubble decided to take action against Shade and her masquerpet army. A battle occurred between the gods at this very location.",我从传说中了解到，在那段时期，波卜尔决定采取行动对抗谢莉德和她的怪物军团。就在这个地方，众神之间发生了一场战斗。
PROPQUEST_SCENARIO_INC_001547,It is rumored that the essence of both gods remains in this garden till this day. Could you please find the Bubble Trace for me?,据传，这两位神的意识至今仍留在这座花园里。请问你可以为我寻找到波卜尔的踪迹吗？
